Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-09-08,5611,Inverter 3.5kVA,Installation,7,185991,Abuja,Stella,No,POS,1301937,
2024-05-23,8928,Solar Panel 300W,Site Inspection,2,308225,Kano,Stella,No,Cash,616450,
2024-12-11,5490,Battery 200Ah,Site Inspection,6,396646,Kano,Grace,Yes,Transfer,2379876,2024-12-20
2024-04-21,9378,Solar Panel 500W,Installation,8,313692,Abuja,Ada,No,POS,2509536,
2024-02-29,2597,Inverter 3.5kVA,Maintenance,8,89010,Lagos,John,No,Cash,712080,
2024-01-02,4747,Solar Panel 300W,Repair,8,395432,Enugu,Grace,No,Cash,3163456,
2024-10-30,3670,Charge Controller,Product Purchase,6,267734,Ibadan,Michael,No,Online Gateway,1606404,
2024-09-10,9431,Solar Panel 300W,Site Inspection,6,308032,Ibadan,Grace,Yes,POS,1848192,2024-09-15
2024-05-19,3580,Battery 200Ah,Repair,3,308752,Ibadan,Michael,No,Transfer,926256,
2024-02-06,8432,Inverter 3.5kVA,Repair,2,24401,Kano,Michael,No,Online Gateway,48802,
2024-06-08,9330,Solar Panel 300W,Site Inspection,5,70417,Abuja,Grace,No,POS,352085,
2024-01-09,3506,Accessories,Installation,9,80976,Abuja,John,No,Online Gateway,728784,
2024-08-20,5725,Inverter 3.5kVA,Site Inspection,4,330103,Abuja,Tunde,Yes,Transfer,1320412,2024-08-23
2024-04-08,5300,Inverter 3.5kVA,Repair,5,60694,Enugu,Michael,Yes,Transfer,303470,2024-04-21
2024-05-26,9759,Charge Controller,Maintenance,6,440637,Abuja,Ada,No,POS,2643822,
2024-10-30,8002,Solar Panel 500W,Installation,6,64625,Abuja,Michael,No,Transfer,387750,
2024-07-26,7131,Accessories,Site Inspection,4,382737,Port Harcourt,Michael,Yes,Transfer,1530948,2024-07-29
2024-05-10,9831,Battery 200Ah,Product Purchase,4,131545,Enugu,Tunde,No,Transfer,526180,
2024-05-31,5537,Solar Panel 300W,Site Inspection,8,296307,Kano,Grace,Yes,POS,2370456,2024-06-03
2024-02-23,3335,Solar Panel 500W,Repair,5,20036,Enugu,Ada,No,Online Gateway,100180,
2024-04-29,5321,Charge Controller,Repair,5,194990,Kano,Ada,Yes,Online Gateway,974950,2024-05-13
2024-06-09,3985,Solar Panel 500W,Product Purchase,9,211593,Port Harcourt,Ada,No,Online Gateway,1904337,
2024-04-25,1559,Inverter 3.5kVA,Installation,4,142635,Ibadan,Michael,No,Online Gateway,570540,
2024-03-15,1713,Inverter 3.5kVA,Repair,7,142267,Lagos,Michael,No,Online Gateway,995869,
2024-04-22,5593,Battery 200Ah,Installation,5,374337,Enugu,Stella,Yes,Online Gateway,1871685,2024-04-29
2024-04-13,4988,Accessories,Installation,9,428942,Kano,Tunde,No,Online Gateway,3860478,
2024-12-05,7203,Solar Panel 300W,Site Inspection,8,238125,Kano,Grace,No,Transfer,1905000,
2024-09-10,1256,Solar Panel 300W,Installation,8,224083,Port Harcourt,Ada,Yes,Online Gateway,1792664,2024-09-19
2024-08-14,9768,Charge Controller,Repair,3,401570,Kano,Ada,No,Transfer,1204710,
2024-04-21,1037,Battery 200Ah,Repair,9,92083,Kano,Stella,Yes,Cash,828747,2024-05-05
2024-04-08,9652,Solar Panel 300W,Maintenance,8,171204,Ibadan,Michael,No,POS,1369632,
2024-06-01,2832,Accessories,Installation,3,315155,Port Harcourt,Stella,No,Transfer,945465,
2024-12-14,8600,Inverter 3.5kVA,Maintenance,1,366097,Enugu,Stella,Yes,POS,366097,2024-12-28
2024-12-31,6167,Battery 200Ah,Site Inspection,5,379790,Kano,Michael,No,POS,1898950,
2024-12-03,1432,Solar Panel 500W,Maintenance,4,190509,Abuja,John,Yes,Cash,762036,2024-12-15
2024-07-12,5151,Battery 200Ah,Installation,8,438248,Port Harcourt,Grace,Yes,Online Gateway,3505984,2024-07-13
2024-11-05,7411,Battery 200Ah,Repair,6,314966,Ibadan,Tunde,Yes,Cash,1889796,2024-11-14
2024-06-11,2751,Accessories,Site Inspection,5,206646,Enugu,John,Yes,Transfer,1033230,2024-06-15
2024-07-26,5997,Accessories,Installation,9,133026,Lagos,John,Yes,Transfer,1197234,2024-08-06
2024-06-17,6720,Solar Panel 300W,Site Inspection,6,275387,Kano,Tunde,Yes,Transfer,1652322,2024-06-29
2024-06-09,8616,Charge Controller,Product Purchase,3,71909,Abuja,John,No,POS,215727,
2024-03-08,1256,Charge Controller,Installation,6,57786,Abuja,Michael,No,Online Gateway,346716,
2024-10-15,1671,Accessories,Product Purchase,4,407062,Lagos,John,Yes,Online Gateway,1628248,2024-10-22
2024-10-03,1489,Solar Panel 300W,Maintenance,5,205614,Port Harcourt,John,Yes,Online Gateway,1028070,2024-10-09
2024-10-30,7889,Solar Panel 300W,Installation,6,305076,Ibadan,Grace,Yes,Cash,1830456,2024-11-07
2024-05-14,3096,Solar Panel 300W,Product Purchase,9,201518,Kano,John,No,Cash,1813662,
2024-07-13,2682,Accessories,Repair,3,371331,Kano,Michael,No,Transfer,1113993,
2024-05-07,3460,Charge Controller,Maintenance,1,68371,Enugu,Stella,Yes,Online Gateway,68371,2024-05-08
2024-02-02,5529,Solar Panel 300W,Installation,2,170642,Kano,Ada,Yes,Online Gateway,341284,2024-02-07
2024-06-24,6121,Accessories,Installation,8,76155,Abuja,Tunde,Yes,Cash,609240,2024-06-30
2024-01-22,2975,Solar Panel 500W,Repair,4,283559,Port Harcourt,Tunde,Yes,POS,1134236,2024-01-27
2024-08-25,4216,Solar Panel 500W,Repair,7,115198,Lagos,Michael,No,Online Gateway,806386,
2024-06-06,5515,Inverter 3.5kVA,Product Purchase,2,53227,Port Harcourt,Ada,Yes,Transfer,106454,2024-06-18
2024-02-07,6692,Solar Panel 500W,Product Purchase,8,339242,Ibadan,John,No,Online Gateway,2713936,
2024-08-17,5939,Battery 200Ah,Product Purchase,9,395633,Ibadan,Grace,No,Cash,3560697,
2024-12-30,6563,Inverter 3.5kVA,Site Inspection,7,66807,Lagos,Tunde,Yes,Online Gateway,467649,2025-01-10
2024-02-20,3963,Solar Panel 500W,Maintenance,1,411734,Abuja,John,Yes,Transfer,411734,2024-03-02
2024-09-20,5529,Battery 200Ah,Installation,2,36460,Enugu,Grace,Yes,POS,72920,2024-09-27
2024-10-09,7786,Solar Panel 500W,Maintenance,9,319584,Lagos,Michael,Yes,POS,2876256,2024-10-23
2024-01-27,7200,Accessories,Repair,7,79042,Enugu,Grace,No,Transfer,553294,
2024-08-13,1976,Battery 200Ah,Maintenance,3,341768,Ibadan,Michael,No,Transfer,1025304,
2024-10-03,8345,Solar Panel 300W,Maintenance,5,211472,Abuja,Grace,No,Online Gateway,1057360,
2024-10-12,1045,Accessories,Product Purchase,1,306540,Port Harcourt,Michael,Yes,Online Gateway,306540,2024-10-24
2024-04-06,2193,Battery 200Ah,Repair,3,392477,Ibadan,Stella,No,Cash,1177431,
2024-10-10,5512,Accessories,Maintenance,4,401573,Abuja,Michael,Yes,POS,1606292,2024-10-14
2024-11-12,5943,Solar Panel 300W,Installation,4,94935,Abuja,John,Yes,POS,379740,2024-11-24
2024-10-30,7282,Battery 200Ah,Product Purchase,7,225312,Kano,Stella,Yes,Transfer,1577184,2024-11-05
2024-05-26,1246,Battery 200Ah,Maintenance,5,16698,Port Harcourt,John,No,Cash,83490,
2024-01-04,4219,Accessories,Repair,9,399769,Abuja,Grace,Yes,Online Gateway,3597921,2024-01-18
2024-02-04,9983,Solar Panel 500W,Installation,7,231562,Lagos,Michael,Yes,Transfer,1620934,2024-02-17
2024-07-10,1636,Battery 200Ah,Repair,2,191645,Enugu,Stella,Yes,Transfer,383290,2024-07-11
2024-02-18,4775,Solar Panel 500W,Repair,8,51194,Port Harcourt,Grace,No,Transfer,409552,
2024-01-17,3421,Battery 200Ah,Repair,2,59664,Port Harcourt,Ada,No,POS,119328,
2024-06-20,5183,Charge Controller,Site Inspection,7,288560,Ibadan,Michael,Yes,Online Gateway,2019920,2024-06-24
2024-08-07,1712,Inverter 3.5kVA,Installation,5,60384,Port Harcourt,Stella,No,Online Gateway,301920,
2024-06-06,6845,Solar Panel 500W,Repair,6,167241,Port Harcourt,Grace,No,Transfer,1003446,
2024-02-15,6323,Solar Panel 500W,Site Inspection,4,85110,Kano,Stella,No,Transfer,340440,
2024-01-06,7032,Solar Panel 300W,Product Purchase,5,113694,Port Harcourt,Stella,Yes,Cash,568470,2024-01-08
2024-04-08,4644,Charge Controller,Site Inspection,5,420915,Enugu,Tunde,No,Online Gateway,2104575,
2024-08-20,8773,Solar Panel 300W,Product Purchase,7,32665,Enugu,Stella,Yes,Transfer,228655,2024-08-27
2024-02-06,3108,Charge Controller,Site Inspection,4,227544,Enugu,Ada,No,Cash,910176,
2024-10-06,4614,Charge Controller,Repair,5,228498,Abuja,Michael,No,Transfer,1142490,
2024-12-14,7957,Accessories,Site Inspection,4,115026,Lagos,Michael,No,POS,460104,
2024-10-28,6279,Accessories,Site Inspection,4,193071,Enugu,Michael,Yes,Transfer,772284,2024-10-29
2024-06-29,5332,Accessories,Repair,8,32341,Kano,Stella,Yes,POS,258728,2024-07-03
2024-04-04,4900,Battery 200Ah,Product Purchase,5,250234,Kano,Michael,No,Online Gateway,1251170,
2024-04-08,8939,Solar Panel 300W,Repair,9,237918,Kano,Ada,Yes,Transfer,2141262,2024-04-13
2024-07-06,7963,Inverter 3.5kVA,Installation,5,185277,Kano,Tunde,No,Online Gateway,926385,
2024-04-25,5568,Charge Controller,Site Inspection,8,64914,Ibadan,Ada,No,Online Gateway,519312,
2024-07-09,8838,Charge Controller,Installation,3,348276,Kano,Tunde,No,Online Gateway,1044828,
2024-09-09,2845,Solar Panel 500W,Repair,7,283093,Ibadan,Michael,No,POS,1981651,
2024-06-09,1382,Battery 200Ah,Repair,1,323928,Ibadan,Grace,Yes,Online Gateway,323928,2024-06-10
2024-09-12,5112,Inverter 3.5kVA,Maintenance,5,271507,Port Harcourt,John,Yes,Online Gateway,1357535,2024-09-20
2024-11-18,8069,Accessories,Installation,2,267022,Lagos,Tunde,Yes,POS,534044,2024-11-21
2024-05-07,4810,Charge Controller,Maintenance,8,21621,Port Harcourt,Ada,Yes,Transfer,172968,2024-05-15
2024-01-18,2509,Solar Panel 500W,Installation,6,255179,Ibadan,Ada,No,Online Gateway,1531074,
2024-10-07,8573,Solar Panel 300W,Maintenance,5,76037,Port Harcourt,Grace,Yes,Cash,380185,2024-10-10
2024-08-10,2578,Charge Controller,Maintenance,3,214497,Abuja,John,Yes,POS,643491,2024-08-17
2024-02-23,1879,Solar Panel 500W,Installation,1,186617,Kano,Tunde,Yes,POS,186617,2024-03-01
2024-02-27,3162,Solar Panel 300W,Repair,8,229334,Kano,Tunde,Yes,Transfer,1834672,2024-03-12
2024-11-18,8714,Battery 200Ah,Product Purchase,5,20514,Ibadan,Ada,No,Cash,102570,
2024-12-25,2359,Accessories,Repair,9,317127,Port Harcourt,Tunde,Yes,POS,2854143,2025-01-08
2024-06-22,5431,Solar Panel 300W,Product Purchase,7,305800,Abuja,John,Yes,Transfer,2140600,2024-06-25
2024-10-06,9148,Charge Controller,Installation,1,370765,Abuja,Tunde,No,Online Gateway,370765,
2024-04-23,4960,Inverter 3.5kVA,Site Inspection,1,365682,Enugu,Tunde,No,Online Gateway,365682,
2024-10-14,4811,Solar Panel 300W,Repair,7,161353,Abuja,John,No,POS,1129471,
2024-12-07,5242,Inverter 3.5kVA,Maintenance,7,177543,Ibadan,Michael,No,Transfer,1242801,
2024-05-30,5217,Inverter 3.5kVA,Repair,9,153825,Enugu,Tunde,Yes,Online Gateway,1384425,2024-06-10
2024-05-06,1080,Solar Panel 300W,Installation,2,154813,Port Harcourt,Grace,No,Online Gateway,309626,
2024-06-03,3732,Battery 200Ah,Site Inspection,7,82541,Abuja,Ada,No,Transfer,577787,
2024-09-29,8833,Solar Panel 300W,Site Inspection,2,267631,Abuja,Stella,No,Online Gateway,535262,
2024-04-13,3709,Solar Panel 500W,Repair,2,197407,Port Harcourt,Ada,Yes,Online Gateway,394814,2024-04-18
2024-10-25,3422,Accessories,Repair,5,304285,Port Harcourt,Grace,Yes,Cash,1521425,2024-11-04
2024-09-02,4641,Inverter 3.5kVA,Repair,9,253326,Kano,Ada,Yes,Transfer,2279934,2024-09-13
2024-06-24,1667,Accessories,Installation,9,156189,Lagos,Michael,Yes,Online Gateway,1405701,2024-07-03
2024-02-08,3496,Charge Controller,Product Purchase,1,367366,Lagos,Michael,Yes,Cash,367366,2024-02-09
2024-06-18,4499,Inverter 3.5kVA,Product Purchase,7,16823,Abuja,Ada,No,Online Gateway,117761,
2024-09-03,9080,Charge Controller,Maintenance,3,35005,Port Harcourt,Tunde,Yes,Transfer,105015,2024-09-13
2024-01-26,7823,Solar Panel 500W,Installation,1,147210,Kano,Ada,Yes,Transfer,147210,2024-01-31
2024-12-20,2189,Solar Panel 500W,Site Inspection,2,180560,Ibadan,Grace,Yes,Online Gateway,361120,2024-12-29
2024-11-01,7604,Accessories,Maintenance,6,64875,Lagos,Tunde,No,POS,389250,
2024-01-13,9650,Solar Panel 500W,Site Inspection,2,431231,Enugu,John,No,Cash,862462,
2024-11-11,2025,Solar Panel 300W,Site Inspection,2,148484,Lagos,John,No,Online Gateway,296968,
2024-11-08,8785,Inverter 3.5kVA,Repair,4,94331,Port Harcourt,Michael,No,POS,377324,
2024-02-05,1071,Charge Controller,Site Inspection,3,114070,Ibadan,Stella,Yes,Cash,342210,2024-02-07
2024-06-21,6546,Accessories,Site Inspection,8,290263,Lagos,Stella,No,Cash,2322104,
2024-01-20,3685,Accessories,Installation,8,288717,Kano,Grace,No,POS,2309736,
2024-11-16,8372,Solar Panel 500W,Repair,6,385800,Lagos,Michael,No,Cash,2314800,
2024-09-20,2848,Solar Panel 500W,Repair,4,90021,Port Harcourt,John,Yes,Cash,360084,2024-09-22
2024-05-21,3022,Charge Controller,Maintenance,7,435159,Port Harcourt,Michael,Yes,Online Gateway,3046113,2024-05-29
2024-05-22,7338,Inverter 3.5kVA,Repair,9,19017,Enugu,John,Yes,POS,171153,2024-06-03
2024-04-01,4741,Inverter 3.5kVA,Product Purchase,2,183110,Enugu,Tunde,No,Online Gateway,366220,
2024-12-19,2298,Accessories,Installation,6,197182,Ibadan,Grace,Yes,Online Gateway,1183092,2024-12-25
2024-11-17,5102,Charge Controller,Maintenance,7,236120,Lagos,John,Yes,Cash,1652840,2024-11-20
2024-10-14,1904,Accessories,Product Purchase,1,437013,Ibadan,John,No,POS,437013,
2024-08-02,4026,Battery 200Ah,Site Inspection,6,155258,Lagos,John,Yes,Transfer,931548,2024-08-08
2024-12-07,7709,Inverter 3.5kVA,Product Purchase,8,389226,Abuja,Stella,Yes,POS,3113808,2024-12-18
2024-02-20,5711,Charge Controller,Maintenance,7,299925,Lagos,John,No,Cash,2099475,
2024-06-01,9021,Charge Controller,Repair,2,115155,Port Harcourt,Ada,Yes,Transfer,230310,2024-06-15
2024-07-04,6969,Accessories,Installation,2,173624,Port Harcourt,Tunde,Yes,Online Gateway,347248,2024-07-12
2024-03-03,3620,Solar Panel 500W,Maintenance,4,152982,Abuja,Stella,Yes,Transfer,611928,2024-03-10
2024-07-08,3646,Charge Controller,Product Purchase,5,18871,Lagos,Ada,Yes,Transfer,94355,2024-07-22
2024-05-04,5865,Accessories,Product Purchase,5,29627,Lagos,Stella,No,POS,148135,
2024-05-29,8345,Solar Panel 300W,Maintenance,2,43586,Port Harcourt,Stella,No,Online Gateway,87172,
2024-11-09,3289,Solar Panel 500W,Maintenance,7,191326,Abuja,Ada,Yes,POS,1339282,2024-11-13
2024-02-27,8370,Solar Panel 500W,Maintenance,8,352094,Port Harcourt,Michael,Yes,Transfer,2816752,2024-02-29
2024-12-07,4872,Inverter 3.5kVA,Repair,2,339270,Abuja,Grace,No,Cash,678540,
2024-10-31,8690,Battery 200Ah,Maintenance,4,69029,Port Harcourt,Grace,Yes,Cash,276116,2024-11-14
2024-06-28,2440,Inverter 3.5kVA,Site Inspection,3,237124,Kano,Grace,Yes,Transfer,711372,2024-07-07
2024-06-18,1765,Solar Panel 300W,Installation,4,190283,Lagos,Michael,No,Cash,761132,
2024-11-21,5092,Accessories,Installation,5,119665,Ibadan,John,Yes,Cash,598325,2024-11-29
2024-09-27,3666,Solar Panel 500W,Site Inspection,6,62733,Kano,Ada,Yes,POS,376398,2024-10-02
2024-02-23,9655,Solar Panel 500W,Product Purchase,2,261577,Port Harcourt,John,Yes,Online Gateway,523154,2024-03-03
2024-04-10,6968,Charge Controller,Product Purchase,6,259544,Abuja,Grace,No,Cash,1557264,
2024-09-20,8641,Battery 200Ah,Product Purchase,9,35300,Ibadan,Michael,Yes,Online Gateway,317700,2024-10-01
2024-02-22,3181,Battery 200Ah,Product Purchase,8,219095,Abuja,Ada,No,Online Gateway,1752760,
2024-02-29,4888,Charge Controller,Repair,1,180910,Enugu,Ada,Yes,POS,180910,2024-03-12
2024-04-17,1840,Solar Panel 300W,Site Inspection,9,23828,Abuja,Ada,Yes,Transfer,214452,2024-04-25
2024-01-05,6899,Battery 200Ah,Installation,2,390891,Enugu,John,No,Cash,781782,
2024-04-12,5118,Solar Panel 500W,Site Inspection,1,249182,Enugu,Stella,Yes,Cash,249182,2024-04-19
2024-07-14,1565,Solar Panel 300W,Installation,6,210909,Lagos,Stella,No,POS,1265454,
2024-09-18,7005,Inverter 3.5kVA,Product Purchase,1,415058,Port Harcourt,Grace,No,POS,415058,
2024-12-30,8226,Inverter 3.5kVA,Repair,6,123872,Lagos,Stella,No,Transfer,743232,
2024-12-15,6890,Solar Panel 300W,Maintenance,2,166131,Enugu,Ada,Yes,Online Gateway,332262,2024-12-19
2024-02-16,5311,Solar Panel 500W,Maintenance,7,272353,Abuja,Michael,No,Transfer,1906471,
2024-12-20,8736,Inverter 3.5kVA,Product Purchase,7,391546,Lagos,John,Yes,Cash,2740822,2024-12-30
2024-11-06,9848,Accessories,Product Purchase,4,46430,Kano,John,No,POS,185720,
2024-11-03,3982,Solar Panel 500W,Site Inspection,2,394352,Enugu,Michael,No,POS,788704,
2024-05-23,7083,Charge Controller,Repair,7,99445,Abuja,Stella,No,Online Gateway,696115,
2024-09-25,1556,Battery 200Ah,Repair,1,307074,Abuja,Grace,Yes,Cash,307074,2024-10-04
2024-05-03,4019,Solar Panel 300W,Site Inspection,2,396849,Kano,Tunde,Yes,POS,793698,2024-05-06
2024-04-15,3580,Battery 200Ah,Repair,2,233764,Abuja,Michael,No,POS,467528,
2024-06-06,9146,Charge Controller,Repair,1,38221,Ibadan,Stella,No,POS,38221,
2024-05-26,9243,Inverter 3.5kVA,Maintenance,9,158478,Ibadan,Ada,No,POS,1426302,
2024-05-24,5019,Accessories,Repair,6,277403,Port Harcourt,Michael,Yes,Cash,1664418,2024-06-01
2024-04-29,4138,Solar Panel 500W,Product Purchase,3,165452,Port Harcourt,Stella,Yes,Online Gateway,496356,2024-05-06
2024-11-14,1671,Solar Panel 500W,Maintenance,6,301336,Lagos,John,Yes,Transfer,1808016,2024-11-27
2024-10-01,1777,Charge Controller,Product Purchase,7,383705,Lagos,Tunde,Yes,Transfer,2685935,2024-10-02
2024-04-01,5927,Solar Panel 300W,Product Purchase,3,292877,Kano,Tunde,Yes,Online Gateway,878631,2024-04-06
2024-02-27,4022,Battery 200Ah,Site Inspection,4,394610,Kano,Tunde,Yes,Online Gateway,1578440,2024-03-08
2024-12-11,2860,Accessories,Repair,1,196393,Enugu,Stella,No,Cash,196393,
2024-08-16,4139,Inverter 3.5kVA,Repair,6,227201,Abuja,Stella,No,Transfer,1363206,
2024-04-26,2074,Solar Panel 300W,Repair,6,420532,Port Harcourt,Ada,No,Online Gateway,2523192,
2024-11-13,7763,Accessories,Repair,9,326092,Enugu,Tunde,No,POS,2934828,
2024-10-05,2986,Accessories,Maintenance,2,227640,Port Harcourt,John,Yes,Cash,455280,2024-10-13
2024-05-06,7327,Charge Controller,Installation,5,367915,Port Harcourt,Grace,No,Online Gateway,1839575,
2024-05-08,2046,Charge Controller,Product Purchase,5,126491,Port Harcourt,Tunde,Yes,Transfer,632455,2024-05-10
2024-02-27,3176,Solar Panel 500W,Installation,7,260329,Lagos,Michael,No,POS,1822303,
2024-05-01,3338,Inverter 3.5kVA,Installation,5,101919,Ibadan,Michael,No,Online Gateway,509595,
2024-01-01,1500,Solar Panel 300W,Installation,4,108653,Enugu,John,No,Transfer,434612,
2024-08-26,3233,Solar Panel 500W,Maintenance,2,392192,Kano,Stella,No,Cash,784384,
2024-10-16,5608,Inverter 3.5kVA,Installation,8,203245,Kano,Grace,No,Transfer,1625960,
2024-04-05,8234,Battery 200Ah,Maintenance,5,151786,Port Harcourt,Tunde,No,Transfer,758930,
2024-05-05,8972,Battery 200Ah,Site Inspection,4,21043,Port Harcourt,Grace,No,Transfer,84172,
2024-04-27,7610,Solar Panel 500W,Site Inspection,9,202329,Lagos,Michael,Yes,Cash,1820961,2024-04-29
2024-02-17,1600,Solar Panel 300W,Site Inspection,2,402097,Lagos,John,No,Online Gateway,804194,
2024-03-29,5284,Inverter 3.5kVA,Maintenance,3,157625,Kano,Ada,No,Online Gateway,472875,
2024-08-24,5483,Battery 200Ah,Maintenance,8,109045,Port Harcourt,Michael,No,POS,872360,
2024-09-28,6901,Battery 200Ah,Product Purchase,4,313672,Port Harcourt,Michael,No,Online Gateway,1254688,
2024-07-07,7129,Solar Panel 300W,Installation,9,306928,Enugu,Tunde,No,Cash,2762352,
2024-07-10,2754,Solar Panel 500W,Repair,9,88904,Kano,Stella,Yes,Transfer,800136,2024-07-14
2024-03-09,3464,Charge Controller,Repair,9,68192,Lagos,Michael,No,Cash,613728,
2024-10-04,5482,Accessories,Installation,1,283314,Enugu,Michael,Yes,Transfer,283314,2024-10-18
2024-12-14,8400,Inverter 3.5kVA,Repair,6,55896,Kano,Tunde,Yes,Online Gateway,335376,2024-12-17
2024-09-03,7806,Battery 200Ah,Repair,6,221112,Lagos,Stella,Yes,POS,1326672,2024-09-09
2024-03-16,9643,Accessories,Repair,8,382431,Lagos,Grace,Yes,POS,3059448,2024-03-25
2024-06-02,8396,Accessories,Maintenance,7,371926,Enugu,Ada,No,Online Gateway,2603482,
2024-05-23,8338,Charge Controller,Maintenance,7,100919,Enugu,Grace,No,Transfer,706433,
2024-03-26,6241,Accessories,Maintenance,2,59007,Lagos,Ada,No,Online Gateway,118014,
2024-07-03,8394,Solar Panel 300W,Installation,4,220330,Port Harcourt,Ada,Yes,Cash,881320,2024-07-11
2024-10-11,7437,Solar Panel 500W,Site Inspection,1,75849,Kano,Ada,No,Online Gateway,75849,
2024-08-07,5695,Inverter 3.5kVA,Repair,7,273540,Lagos,Stella,No,Online Gateway,1914780,
2024-03-09,3588,Solar Panel 300W,Product Purchase,4,127917,Ibadan,Ada,No,Transfer,511668,
2024-02-16,2782,Solar Panel 500W,Maintenance,9,390782,Lagos,Tunde,No,Online Gateway,3517038,
2024-04-03,6947,Solar Panel 300W,Product Purchase,6,157681,Lagos,Tunde,No,Cash,946086,
2024-08-25,7594,Battery 200Ah,Repair,6,59610,Enugu,Tunde,Yes,Online Gateway,357660,2024-09-08
2024-07-22,4520,Battery 200Ah,Site Inspection,9,114565,Lagos,Ada,Yes,Cash,1031085,2024-07-28
2024-08-05,4218,Charge Controller,Product Purchase,8,266016,Abuja,Tunde,Yes,Online Gateway,2128128,2024-08-19
2024-12-06,4757,Solar Panel 300W,Repair,6,347962,Enugu,Tunde,No,Transfer,2087772,
2024-02-08,5016,Accessories,Repair,6,296414,Ibadan,John,No,POS,1778484,
2024-04-09,3837,Battery 200Ah,Maintenance,6,167398,Port Harcourt,Ada,Yes,POS,1004388,2024-04-16
2024-10-15,7000,Solar Panel 500W,Site Inspection,4,267803,Enugu,Tunde,No,Cash,1071212,
2024-09-10,8034,Charge Controller,Repair,5,240572,Kano,Grace,No,Online Gateway,1202860,
2024-08-09,8309,Accessories,Site Inspection,3,429747,Kano,Stella,No,Transfer,1289241,
2024-12-22,5239,Inverter 3.5kVA,Maintenance,9,203671,Enugu,Tunde,No,Online Gateway,1833039,
2024-01-23,5428,Solar Panel 300W,Product Purchase,2,301498,Kano,John,No,Transfer,602996,
2024-09-06,5150,Battery 200Ah,Installation,7,358663,Enugu,Stella,Yes,Transfer,2510641,2024-09-19
2024-01-10,2446,Accessories,Installation,1,53639,Port Harcourt,Stella,Yes,Online Gateway,53639,2024-01-24
2024-09-02,7468,Solar Panel 500W,Installation,7,229770,Lagos,Grace,No,Online Gateway,1608390,
2024-11-20,6790,Solar Panel 300W,Site Inspection,2,118064,Ibadan,Grace,No,POS,236128,
2024-04-09,5175,Solar Panel 500W,Installation,5,232352,Kano,Grace,No,Online Gateway,1161760,
2024-10-16,6080,Charge Controller,Product Purchase,1,377428,Abuja,Michael,Yes,POS,377428,2024-10-30
